file,shs_entries,sample_symbols,crash
tracks\coasters\Track5\TiltedLooseCurveRight2LooseCurve_data.unique.ovl,3,TiltedLooseCurveRight2LooseCurve_HI|TiltedLooseCurveRight2LooseCurve_LO|TiltedLooseCurveRight2LooseCurve_ME,
tracks\coasters\Track5\Tiltedloosecurveright_data.common.ovl,3,Tiltedloosecurveright_HI|Tiltedloosecurveright_LO|Tiltedloosecurveright_ME,
tracks\coasters\Track5\Tiltedloosecurveright_data.unique.ovl,3,Tiltedloosecurveright_HI|Tiltedloosecurveright_LO|Tiltedloosecurveright_ME,
tracks\coasters\Track5\Tiltedmedcurve_data.common.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track5\Tiltedmedcurve_data.unique.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track5\TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_data.common.ovl,3,TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_HI|TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_LO|TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_ME,
tracks\coasters\Track5\TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_data.unique.ovl,3,TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_HI|TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_LO|TiltedMedslopeMedcurveLeft2MedslopeMedcurveLeft_ME,
tracks\coasters\Track5\Tiltedmedslopemedcurveleft_data.common.ovl,3,Tiltedmedslopemedcurveleft_HI|Tiltedmedslopemedcurveleft_LO|Tiltedmedslopemedcurveleft_ME,
tracks\coasters\Track5\Tiltedmedslopemedcurveleft_data.unique.ovl,3,Tiltedmedslopemedcurveleft_HI|Tiltedmedslopemedcurveleft_LO|Tiltedmedslopemedcurveleft_ME,
tracks\coasters\Track5\TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_data.common.ovl,3,TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_HI|TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_LO|TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_ME,
tracks\coasters\Track5\TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_data.unique.ovl,3,TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_HI|TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_LO|TiltedMedslopeMedcurveRight2MedslopeMedcurveRight_ME,
tracks\coasters\Track5\Tiltedmedslopemedcurveright_data.common.ovl,3,Tiltedmedslopemedcurveright_HI|Tiltedmedslopemedcurveright_LO|Tiltedmedslopemedcurveright_ME,
tracks\coasters\Track5\Tiltedmedslopemedcurveright_data.unique.ovl,3,Tiltedmedslopemedcurveright_HI|Tiltedmedslopemedcurveright_LO|Tiltedmedslopemedcurveright_ME,
tracks\coasters\Track5\Tiltedmedslopetightcurveleft_data.common.ovl,3,Tiltedmedslopetightcurveleft_HI|Tiltedmedslopetightcurveleft_LO|Tiltedmedslopetightcurveleft_ME,
tracks\coasters\Track5\Tiltedmedslopetightcurveleft_data.unique.ovl,3,Tiltedmedslopetightcurveleft_HI|Tiltedmedslopetightcurveleft_LO|Tiltedmedslopetightcurveleft_ME,
tracks\coasters\Track5\Tiltedmedslopetightcurveright_data.common.ovl,3,Tiltedmedslopetightcurveright_HI|Tiltedmedslopetightcurveright_LO|Tiltedmedslopetightcurveright_ME,
tracks\coasters\Track5\Tiltedmedslopetightcurveright_data.unique.ovl,3,Tiltedmedslopetightcurveright_HI|Tiltedmedslopetightcurveright_LO|Tiltedmedslopetightcurveright_ME,
tracks\coasters\Track5\TiltedSBendLeft_data.common.ovl,3,Tiltedsbendleft_HI|Tiltedsbendleft_LO|Tiltedsbendleft_ME,
tracks\coasters\Track5\TiltedSBendLeft_data.unique.ovl,3,Tiltedsbendleft_HI|Tiltedsbendleft_LO|Tiltedsbendleft_ME,
tracks\coasters\Track5\TiltedSBendRight_data.common.ovl,3,Tiltedsbendright_LO|Tiltedsbendright_ME|Tiltedsbendright_HI,
tracks\coasters\Track5\TiltedSBendRight_data.unique.ovl,3,Tiltedsbendright_LO|Tiltedsbendright_ME|Tiltedsbendright_HI,
tracks\coasters\Track5\Tiltedtightcurve_data.common.ovl,3,Tiltedtightcurve_HI|Tiltedtightcurve_LO|Tiltedtightcurve_ME,
tracks\coasters\Track5\Tiltedtightcurve_data.unique.ovl,3,Tiltedtightcurve_HI|Tiltedtightcurve_LO|Tiltedtightcurve_ME,
tracks\coasters\Track5\TiltLeftInclineLoop_data.common.ovl,3,TiltLeftInclineLoop_HI|TiltLeftInclineLoop_LO|TiltLeftInclineLoop_ME,
tracks\coasters\Track5\TiltLeftInclineLoop_data.unique.ovl,3,TiltLeftInclineLoop_HI|TiltLeftInclineLoop_LO|TiltLeftInclineLoop_ME,
tracks\coasters\Track5\TiltRightInclineLoop_data.common.ovl,3,TiltRightInclineLoop_HI|TiltRightInclineLoop_LO|TiltRightInclineLoop_ME,
tracks\coasters\Track5\TiltRightInclineLoop_data.unique.ovl,3,TiltRightInclineLoop_HI|TiltRightInclineLoop_LO|TiltRightInclineLoop_ME,
tracks\coasters\Track5\Tilt_data.common.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track5\Tilt_data.unique.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track5\Vertical2steepslope_data.common.ovl,3,Vertical2steepslope_HI|Vertical2steepslope_LO|Vertical2steepslope_ME,
tracks\coasters\Track5\Vertical2steepslope_data.unique.ovl,3,Vertical2steepslope_HI|Vertical2steepslope_LO|Vertical2steepslope_ME,
tracks\coasters\Track5\Verticaltightcurveleft_data.common.ovl,3,Verticaltightcurveleft_HI|Verticaltightcurveleft_LO|Verticaltightcurveleft_ME,
tracks\coasters\Track5\Verticaltightcurveleft_data.unique.ovl,3,Verticaltightcurveleft_HI|Verticaltightcurveleft_LO|Verticaltightcurveleft_ME,
tracks\coasters\Track5\Verticaltightcurveright_data.common.ovl,3,Verticaltightcurveright_HI|Verticaltightcurveright_LO|Verticaltightcurveright_ME,
tracks\coasters\Track5\Verticaltightcurveright_data.unique.ovl,3,Verticaltightcurveright_HI|Verticaltightcurveright_LO|Verticaltightcurveright_ME,
tracks\coasters\Track5\Vertical_data.common.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track5\Vertical_data.unique.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track59\45medslope2medslopetiltleft_data.common.ovl,3,45medslope2medslopetiltleft_HI|45medslope2medslopetiltleft_LO|45medslope2medslopetiltleft_ME,
tracks\coasters\Track59\45medslope2medslopetiltleft_data.unique.ovl,3,45medslope2medslopetiltleft_HI|45medslope2medslopetiltleft_LO|45medslope2medslopetiltleft_ME,
tracks\coasters\Track59\45medslope2medslopetiltright_data.common.ovl,3,45medslope2medslopetiltright_HI|45medslope2medslopetiltright_LO|45medslope2medslopetiltright_ME,
tracks\coasters\Track59\45medslope2medslopetiltright_data.unique.ovl,3,45medslope2medslopetiltright_HI|45medslope2medslopetiltright_LO|45medslope2medslopetiltright_ME,
tracks\coasters\Track59\45medslope2steepslopechain_data.common.ovl,3,45medslope2steepslopechain_HI|45medslope2steepslopechain_LO|45medslope2steepslopechain_ME,
tracks\coasters\Track59\45medslope2steepslopechain_data.unique.ovl,3,45medslope2steepslopechain_HI|45medslope2steepslopechain_LO|45medslope2steepslopechain_ME,
tracks\coasters\Track59\45medslope2steepslope_data.common.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
tracks\coasters\Track59\45medslope2steepslope_data.unique.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
tracks\coasters\Track59\45medslope2straightchain_data.common.ovl,3,45medslope2straightchain_HI|45medslope2straightchain_LO|45medslope2straightchain_ME,
tracks\coasters\Track59\45medslope2straightchain_data.unique.ovl,3,45medslope2straightchain_HI|45medslope2straightchain_LO|45medslope2straightchain_ME,
tracks\coasters\Track59\45medslope2straighttiltleft_data.common.ovl,3,45medslope2straighttiltleft_HI|45medslope2straighttiltleft_LO|45medslope2straighttiltleft_ME,
tracks\coasters\Track59\45medslope2straighttiltleft_data.unique.ovl,3,45medslope2straighttiltleft_HI|45medslope2straighttiltleft_LO|45medslope2straighttiltleft_ME,
tracks\coasters\Track59\45medslope2straighttiltright_data.common.ovl,3,45medslope2straighttiltright_HI|45medslope2straighttiltright_LO|45medslope2straighttiltright_ME,
tracks\coasters\Track59\45medslope2straighttiltright_data.unique.ovl,3,45medslope2straighttiltright_HI|45medslope2straighttiltright_LO|45medslope2straighttiltright_ME,
tracks\coasters\Track59\45medslope2straight_data.common.ovl,3,45medslope2straight_HI|45medslope2straight_LO|45medslope2straight_ME,
tracks\coasters\Track59\45medslope2straight_data.unique.ovl,3,45medslope2straight_HI|45medslope2straight_LO|45medslope2straight_ME,
tracks\coasters\Track59\45medslopechain_data.common.ovl,3,45medslopechain_HI|45medslopechain_LO|45medslopechain_ME,
tracks\coasters\Track59\45medslopechain_data.unique.ovl,3,45medslopechain_HI|45medslopechain_LO|45medslopechain_ME,
tracks\coasters\Track59\45medslopeloosecurveleft_data.common.ovl,3,45medslopeloosecurveleft_HI|45medslopeloosecurveleft_LO|45medslopeloosecurveleft_ME,
tracks\coasters\Track59\45medslopeloosecurveleft_data.unique.ovl,3,45medslopeloosecurveleft_HI|45medslopeloosecurveleft_LO|45medslopeloosecurveleft_ME,
tracks\coasters\Track59\45medslopeloosecurveright_data.common.ovl,3,45medslopeloosecurveright_HI|45medslopeloosecurveright_LO|45medslopeloosecurveright_ME,
tracks\coasters\Track59\45medslopeloosecurveright_data.unique.ovl,3,45medslopeloosecurveright_HI|45medslopeloosecurveright_LO|45medslopeloosecurveright_ME,
tracks\coasters\Track59\45medslopetiltleft2medslope_data.common.ovl,3,45medslopetiltleft2medslope_HI|45medslopetiltleft2medslope_LO|45medslopetiltleft2medslope_ME,
tracks\coasters\Track59\45medslopetiltleft2medslope_data.unique.ovl,3,45medslopetiltleft2medslope_HI|45medslopetiltleft2medslope_LO|45medslopetiltleft2medslope_ME,
tracks\coasters\Track59\45medslopetiltleft2straighttiltleft_data.common.ovl,3,45medslopetiltleft2straighttiltleft_HI|45medslopetiltleft2straighttiltleft_LO|45medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track59\45medslopetiltleft2straighttiltleft_data.unique.ovl,3,45medslopetiltleft2straighttiltleft_HI|45medslopetiltleft2straighttiltleft_LO|45medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track59\45medslopetiltleft2straight_data.common.ovl,3,45medslopetiltleft2straight_HI|45medslopetiltleft2straight_LO|45medslopetiltleft2straight_ME,
tracks\coasters\Track59\45medslopetiltleft2straight_data.unique.ovl,3,45medslopetiltleft2straight_HI|45medslopetiltleft2straight_LO|45medslopetiltleft2straight_ME,
tracks\coasters\Track59\45medslopetiltleft_data.common.ovl,3,45medslopetiltleft_HI|45medslopetiltleft_LO|45medslopetiltleft_ME,
tracks\coasters\Track59\45medslopetiltleft_data.unique.ovl,3,45medslopetiltleft_HI|45medslopetiltleft_LO|45medslopetiltleft_ME,
tracks\coasters\Track59\45medslopetiltright2medslope_data.common.ovl,3,45medslopetiltright2medslope_LO|45medslopetiltright2medslope_ME|45medslopetiltright2medslope_HI,
tracks\coasters\Track59\45medslopetiltright2medslope_data.unique.ovl,3,45medslopetiltright2medslope_LO|45medslopetiltright2medslope_ME|45medslopetiltright2medslope_HI,
tracks\coasters\Track59\45medslopetiltright2straighttiltright_data.common.ovl,3,45medslopetiltright2straighttiltright_HI|45medslopetiltright2straighttiltright_LO|45medslopetiltright2straighttiltright_ME,
tracks\coasters\Track59\45medslopetiltright2straighttiltright_data.unique.ovl,3,45medslopetiltright2straighttiltright_HI|45medslopetiltright2straighttiltright_LO|45medslopetiltright2straighttiltright_ME,
tracks\coasters\Track59\45medslopetiltright2straight_data.common.ovl,3,45medslopetiltright2straight_HI|45medslopetiltright2straight_LO|45medslopetiltright2straight_ME,
tracks\coasters\Track59\45medslopetiltright2straight_data.unique.ovl,3,45medslopetiltright2straight_HI|45medslopetiltright2straight_LO|45medslopetiltright2straight_ME,
tracks\coasters\Track59\45medslopetiltright_data.common.ovl,3,45medslopetiltright_HI|45medslopetiltright_LO|45medslopetiltright_ME,
tracks\coasters\Track59\45medslopetiltright_data.unique.ovl,3,45medslopetiltright_HI|45medslopetiltright_LO|45medslopetiltright_ME,
tracks\coasters\Track59\45medslope_data.common.ovl,3,45medslope_HI|45medslope_LO|45medslope_ME,
tracks\coasters\Track59\45medslope_data.unique.ovl,3,45medslope_HI|45medslope_LO|45medslope_ME,
tracks\coasters\Track59\45steepslope2medslopechain_data.common.ovl,3,45steepslope2medslopechain_HI|45steepslope2medslopechain_LO|45steepslope2medslopechain_ME,
tracks\coasters\Track59\45steepslope2medslopechain_data.unique.ovl,3,45steepslope2medslopechain_HI|45steepslope2medslopechain_LO|45steepslope2medslopechain_ME,
tracks\coasters\Track59\45steepslope2medslope_data.common.ovl,3,45steepslope2medslope_HI|45steepslope2medslope_LO|45steepslope2medslope_ME,
tracks\coasters\Track59\45steepslope2medslope_data.unique.ovl,3,45steepslope2medslope_HI|45steepslope2medslope_LO|45steepslope2medslope_ME,
tracks\coasters\Track59\45steepslopechain_data.common.ovl,3,45steepslopechain_HI|45steepslopechain_LO|45steepslopechain_ME,
tracks\coasters\Track59\45steepslopechain_data.unique.ovl,3,45steepslopechain_HI|45steepslopechain_LO|45steepslopechain_ME,
tracks\coasters\Track59\45steepslope_data.common.ovl,3,45steepslope_HI|45steepslope_LO|45steepslope_ME,
tracks\coasters\Track59\45steepslope_data.unique.ovl,3,45steepslope_HI|45steepslope_LO|45steepslope_ME,
tracks\coasters\Track59\45straight2medslopechain_data.common.ovl,3,45straight2medslopechain_HI|45straight2medslopechain_LO|45straight2medslopechain_ME,
tracks\coasters\Track59\45straight2medslopechain_data.unique.ovl,3,45straight2medslopechain_HI|45straight2medslopechain_LO|45straight2medslopechain_ME,
tracks\coasters\Track59\45straight2medslope_data.common.ovl,3,45straight2medslope_HI|45straight2medslope_LO|45straight2medslope_ME,
tracks\coasters\Track59\45straight2medslope_data.unique.ovl,3,45straight2medslope_HI|45straight2medslope_LO|45straight2medslope_ME,
tracks\coasters\Track59\45straight2tiltleft_data.common.ovl,3,45straight2tiltleft_HI|45straight2tiltleft_LO|45straight2tiltleft_ME,
tracks\coasters\Track59\45straight2tiltleft_data.unique.ovl,3,45straight2tiltleft_HI|45straight2tiltleft_LO|45straight2tiltleft_ME,
tracks\coasters\Track59\45straight2tiltright_data.common.ovl,3,45straight2tiltright_HI|45straight2tiltright_LO|45straight2tiltright_ME,
tracks\coasters\Track59\45straight2tiltright_data.unique.ovl,3,45straight2tiltright_HI|45straight2tiltright_LO|45straight2tiltright_ME,
tracks\coasters\Track59\45straightchain_data.common.ovl,3,45straightchain_HI|45straightchain_LO|45straightchain_ME,
tracks\coasters\Track59\45straightchain_data.unique.ovl,3,45straightchain_HI|45straightchain_LO|45straightchain_ME,
tracks\coasters\Track59\45straighttiltleft2medslopetiltleft_data.common.ovl,3,45straighttiltleft2medslopetiltleft_HI|45straighttiltleft2medslopetiltleft_LO|45straighttiltleft2medslopetiltleft_ME,
tracks\coasters\Track59\45straighttiltleft2medslopetiltleft_data.unique.ovl,3,45straighttiltleft2medslopetiltleft_HI|45straighttiltleft2medslopetiltleft_LO|45straighttiltleft2medslopetiltleft_ME,
tracks\coasters\Track59\45straighttiltright2medslopetiltright_data.common.ovl,3,45straighttiltright2medslopetiltright_HI|45straighttiltright2medslopetiltright_LO|45straighttiltright2medslopetiltright_ME,
tracks\coasters\Track59\45straighttiltright2medslopetiltright_data.unique.ovl,3,45straighttiltright2medslopetiltright_HI|45straighttiltright2medslopetiltright_LO|45straighttiltright2medslopetiltright_ME,
tracks\coasters\Track59\45straight_data.common.ovl,3,45straight_HI|45straight_LO|45straight_ME,
tracks\coasters\Track59\45straight_data.unique.ovl,3,45straight_HI|45straight_LO|45straight_ME,
tracks\coasters\Track59\45tilt90_data.common.ovl,3,45tilt90_HI|45tilt90_LO|45tilt90_ME,
tracks\coasters\Track59\45tilt90_data.unique.ovl,3,45tilt90_HI|45tilt90_LO|45tilt90_ME,
tracks\coasters\Track59\45tiltleft2medslope_data.common.ovl,3,45tiltleft2medslope_HI|45tiltleft2medslope_LO|45tiltleft2medslope_ME,
tracks\coasters\Track59\45tiltleft2medslope_data.unique.ovl,3,45tiltleft2medslope_HI|45tiltleft2medslope_LO|45tiltleft2medslope_ME,
tracks\coasters\Track59\45tiltleft2tilt90left_data.common.ovl,3,45tiltleft2tilt90left_HI|45tiltleft2tilt90left_LO|45tiltleft2tilt90left_ME,
tracks\coasters\Track59\45tiltleft2tilt90left_data.unique.ovl,3,45tiltleft2tilt90left_HI|45tiltleft2tilt90left_LO|45tiltleft2tilt90left_ME,
tracks\coasters\Track59\45tiltright2medslope_data.common.ovl,3,45tiltright2medslope_HI|45tiltright2medslope_LO|45tiltright2medslope_ME,
tracks\coasters\Track59\45tiltright2medslope_data.unique.ovl,3,45tiltright2medslope_HI|45tiltright2medslope_LO|45tiltright2medslope_ME,
tracks\coasters\Track59\45tiltright2tilt90right_data.common.ovl,3,45tiltright2tilt90right_HI|45tiltright2tilt90right_LO|45tiltright2tilt90right_ME,
tracks\coasters\Track59\45tiltright2tilt90right_data.unique.ovl,3,45tiltright2tilt90right_HI|45tiltright2tilt90right_LO|45tiltright2tilt90right_ME,
tracks\coasters\Track59\45tilt_data.common.ovl,3,45tilt_HI|45tilt_LO|45tilt_ME,
tracks\coasters\Track59\45tilt_data.unique.ovl,3,45tilt_HI|45tilt_LO|45tilt_ME,
tracks\coasters\Track59\Corkscrewleft_data.common.ovl,3,Corkscrewleft_HI|Corkscrewleft_LO|Corkscrewleft_ME,
tracks\coasters\Track59\Corkscrewleft_data.unique.ovl,3,Corkscrewleft_HI|Corkscrewleft_LO|Corkscrewleft_ME,
tracks\coasters\Track59\Corkscrewright_data.common.ovl,3,Corkscrewright_HI|Corkscrewright_LO|Corkscrewright_ME,
tracks\coasters\Track59\Corkscrewright_data.unique.ovl,3,Corkscrewright_HI|Corkscrewright_LO|Corkscrewright_ME,
tracks\coasters\Track59\Halfloop_data.common.ovl,3,Halfloop_HI|Halfloop_LO|Halfloop_ME,
tracks\coasters\Track59\Halfloop_data.unique.ovl,3,Halfloop_HI|Halfloop_LO|Halfloop_ME,
tracks\coasters\Track59\Helixlargeupleft_data.common.ovl,3,Helixlargeupleft_HI|Helixlargeupleft_LO|Helixlargeupleft_ME,
tracks\coasters\Track59\Helixlargeupleft_data.unique.ovl,3,Helixlargeupleft_HI|Helixlargeupleft_LO|Helixlargeupleft_ME,
tracks\coasters\Track59\Helixlargeupright_data.common.ovl,3,Helixlargeupright_HI|Helixlargeupright_LO|Helixlargeupright_ME,
tracks\coasters\Track59\Helixlargeupright_data.unique.ovl,3,Helixlargeupright_HI|Helixlargeupright_LO|Helixlargeupright_ME,
tracks\coasters\Track59\Helixsmallupleft_data.common.ovl,3,Helixsmallupleft_HI|Helixsmallupleft_LO|Helixsmallupleft_ME,
tracks\coasters\Track59\Helixsmallupleft_data.unique.ovl,3,Helixsmallupleft_HI|Helixsmallupleft_LO|Helixsmallupleft_ME,
tracks\coasters\Track59\Helixsmallupright_data.common.ovl,3,Helixsmallupright_HI|Helixsmallupright_LO|Helixsmallupright_ME,
tracks\coasters\Track59\Helixsmallupright_data.unique.ovl,3,Helixsmallupright_HI|Helixsmallupright_LO|Helixsmallupright_ME,
tracks\coasters\Track59\Inlinetwistleft_data.common.ovl,3,Inlinetwistleft_HI|Inlinetwistleft_LO|Inlinetwistleft_ME,
tracks\coasters\Track59\Inlinetwistleft_data.unique.ovl,3,Inlinetwistleft_HI|Inlinetwistleft_LO|Inlinetwistleft_ME,
tracks\coasters\Track59\Inlinetwistright_data.common.ovl,3,Inlinetwistright_HI|Inlinetwistright_LO|Inlinetwistright_ME,
tracks\coasters\Track59\Inlinetwistright_data.unique.ovl,3,Inlinetwistright_HI|Inlinetwistright_LO|Inlinetwistright_ME,
tracks\coasters\Track59\Largecorkscrewleft_data.common.ovl,3,Largecorkscrewleft_HI|Largecorkscrewleft_LO|Largecorkscrewleft_ME,
tracks\coasters\Track59\Largecorkscrewleft_data.unique.ovl,3,Largecorkscrewleft_HI|Largecorkscrewleft_LO|Largecorkscrewleft_ME,
tracks\coasters\Track59\Largecorkscrewright_data.common.ovl,3,Largecorkscrewright_HI|Largecorkscrewright_LO|Largecorkscrewright_ME,
tracks\coasters\Track59\Largecorkscrewright_data.unique.ovl,3,Largecorkscrewright_HI|Largecorkscrewright_LO|Largecorkscrewright_ME,
tracks\coasters\Track59\LaunchStation_data.common.ovl,3,LaunchStation_HI|LaunchStation_LO|LaunchStation_ME,
tracks\coasters\Track59\LaunchStation_data.unique.ovl,3,LaunchStation_HI|LaunchStation_LO|LaunchStation_ME,
tracks\coasters\Track59\Loopleft_data.common.ovl,3,Loopleft_HI|Loopleft_LO|Loopleft_ME,
tracks\coasters\Track59\Loopleft_data.unique.ovl,3,Loopleft_HI|Loopleft_LO|Loopleft_ME,
tracks\coasters\Track59\Loopright_data.common.ovl,3,Loopright_HI|Loopright_LO|Loopright_ME,
tracks\coasters\Track59\Loopright_data.unique.ovl,3,Loopright_HI|Loopright_LO|Loopright_ME,
tracks\coasters\Track59\Loosecurveleft_data.common.ovl,3,Loosecurveleft_HI|Loosecurveleft_LO|Loosecurveleft_ME,
tracks\coasters\Track59\Loosecurveleft_data.unique.ovl,3,Loosecurveleft_HI|Loosecurveleft_LO|Loosecurveleft_ME,
tracks\coasters\Track59\Loosecurveright_data.common.ovl,3,Loosecurveright_HI|Loosecurveright_LO|Loosecurveright_ME,
tracks\coasters\Track59\Loosecurveright_data.unique.ovl,3,Loosecurveright_HI|Loosecurveright_LO|Loosecurveright_ME,
tracks\coasters\Track59\Medcurve_data.common.ovl,3,Medcurve_HI|Medcurve_LO|Medcurve_ME,
tracks\coasters\Track59\Medcurve_data.unique.ovl,3,Medcurve_HI|Medcurve_LO|Medcurve_ME,
tracks\coasters\Track59\Medslope2medslopetiltleft_data.common.ovl,3,Medslope2medslopetiltleft_HI|Medslope2medslopetiltleft_LO|Medslope2medslopetiltleft_ME,
tracks\coasters\Track59\Medslope2medslopetiltleft_data.unique.ovl,3,Medslope2medslopetiltleft_HI|Medslope2medslopetiltleft_LO|Medslope2medslopetiltleft_ME,
tracks\coasters\Track59\Medslope2medslopetiltright_data.common.ovl,3,Medslope2medslopetiltright_HI|Medslope2medslopetiltright_LO|Medslope2medslopetiltright_ME,
tracks\coasters\Track59\Medslope2medslopetiltright_data.unique.ovl,3,Medslope2medslopetiltright_HI|Medslope2medslopetiltright_LO|Medslope2medslopetiltright_ME,
tracks\coasters\Track59\Medslope2steepslopechain_data.common.ovl,3,Medslope2steepslopechain_HI|Medslope2steepslopechain_LO|Medslope2steepslopechain_ME,
tracks\coasters\Track59\Medslope2steepslopechain_data.unique.ovl,3,Medslope2steepslopechain_HI|Medslope2steepslopechain_LO|Medslope2steepslopechain_ME,
tracks\coasters\Track59\Medslope2steepslope_data.common.ovl,3,Medslope2steepslope_HI|Medslope2steepslope_LO|Medslope2steepslope_ME,
tracks\coasters\Track59\Medslope2steepslope_data.unique.ovl,3,Medslope2steepslope_HI|Medslope2steepslope_LO|Medslope2steepslope_ME,
tracks\coasters\Track59\Medslope2straightchain_data.common.ovl,3,Medslope2straightchain_HI|Medslope2straightchain_LO|Medslope2straightchain_ME,
tracks\coasters\Track59\Medslope2straightchain_data.unique.ovl,3,Medslope2straightchain_HI|Medslope2straightchain_LO|Medslope2straightchain_ME,
tracks\coasters\Track59\Medslope2straighttiltleft_data.common.ovl,3,Medslope2straighttiltleft_HI|Medslope2straighttiltleft_LO|Medslope2straighttiltleft_ME,
tracks\coasters\Track59\Medslope2straighttiltleft_data.unique.ovl,3,Medslope2straighttiltleft_HI|Medslope2straighttiltleft_LO|Medslope2straighttiltleft_ME,
tracks\coasters\Track59\Medslope2straighttiltright_data.common.ovl,3,Medslope2straighttiltright_HI|Medslope2straighttiltright_LO|Medslope2straighttiltright_ME,
tracks\coasters\Track59\Medslope2straighttiltright_data.unique.ovl,3,Medslope2straighttiltright_HI|Medslope2straighttiltright_LO|Medslope2straighttiltright_ME,
tracks\coasters\Track59\Medslope2straight_data.common.ovl,3,Medslope2straight_HI|Medslope2straight_LO|Medslope2straight_ME,
tracks\coasters\Track59\Medslope2straight_data.unique.ovl,3,Medslope2straight_HI|Medslope2straight_LO|Medslope2straight_ME,
tracks\coasters\Track59\Medslopechain_data.common.ovl,3,Medslopechain_LO|Medslopechain_ME|Medslopechain_HI,
tracks\coasters\Track59\Medslopechain_data.unique.ovl,3,Medslopechain_LO|Medslopechain_ME|Medslopechain_HI,
tracks\coasters\Track59\Medslopeloosecurveleft_data.common.ovl,3,Medslopeloosecurveleft_LO|Medslopeloosecurveleft_ME|Medslopeloosecurveleft_HI,
tracks\coasters\Track59\Medslopeloosecurveleft_data.unique.ovl,3,Medslopeloosecurveleft_LO|Medslopeloosecurveleft_ME|Medslopeloosecurveleft_HI,
tracks\coasters\Track59\Medslopeloosecurveright_data.common.ovl,3,Medslopeloosecurveright_LO|Medslopeloosecurveright_ME|Medslopeloosecurveright_HI,
tracks\coasters\Track59\Medslopeloosecurveright_data.unique.ovl,3,Medslopeloosecurveright_LO|Medslopeloosecurveright_ME|Medslopeloosecurveright_HI,
tracks\coasters\Track59\Medslopemedcurveleft_data.common.ovl,3,Medslopemedcurveleft_HI|Medslopemedcurveleft_LO|Medslopemedcurveleft_ME,
tracks\coasters\Track59\Medslopemedcurveleft_data.unique.ovl,3,Medslopemedcurveleft_HI|Medslopemedcurveleft_LO|Medslopemedcurveleft_ME,
tracks\coasters\Track59\Medslopemedcurveright_data.common.ovl,3,Medslopemedcurveright_HI|Medslopemedcurveright_LO|Medslopemedcurveright_ME,
tracks\coasters\Track59\Medslopemedcurveright_data.unique.ovl,3,Medslopemedcurveright_HI|Medslopemedcurveright_LO|Medslopemedcurveright_ME,
tracks\coasters\Track59\Medslopeoverbankedcurveleft_data.common.ovl,3,Medslopeoverbankedcurveleft_HI|Medslopeoverbankedcurveleft_LO|Medslopeoverbankedcurveleft_ME,
tracks\coasters\Track59\Medslopeoverbankedcurveleft_data.unique.ovl,3,Medslopeoverbankedcurveleft_HI|Medslopeoverbankedcurveleft_LO|Medslopeoverbankedcurveleft_ME,
tracks\coasters\Track59\Medslopeoverbankedcurveright_data.common.ovl,3,Medslopeoverbankedcurveright_HI|Medslopeoverbankedcurveright_LO|Medslopeoverbankedcurveright_ME,
tracks\coasters\Track59\Medslopeoverbankedcurveright_data.unique.ovl,3,Medslopeoverbankedcurveright_HI|Medslopeoverbankedcurveright_LO|Medslopeoverbankedcurveright_ME,
tracks\coasters\Track59\Medslopetightcurveleft_data.common.ovl,3,Medslopetightcurveleft_HI|Medslopetightcurveleft_LO|Medslopetightcurveleft_ME,
tracks\coasters\Track59\Medslopetightcurveleft_data.unique.ovl,3,Medslopetightcurveleft_HI|Medslopetightcurveleft_LO|Medslopetightcurveleft_ME,
tracks\coasters\Track59\Medslopetightcurveright_data.common.ovl,3,Medslopetightcurveright_HI|Medslopetightcurveright_LO|Medslopetightcurveright_ME,
tracks\coasters\Track59\Medslopetightcurveright_data.unique.ovl,3,Medslopetightcurveright_HI|Medslopetightcurveright_LO|Medslopetightcurveright_ME,
