file,shs_entries,sample_symbols,crash
tracks\coasters\Track59\Medslopetiltleft2medslope_data.common.ovl,3,Medslopetiltleft2medslope_HI|Medslopetiltleft2medslope_LO|Medslopetiltleft2medslope_ME,
tracks\coasters\Track59\Medslopetiltleft2medslope_data.unique.ovl,3,Medslopetiltleft2medslope_HI|Medslopetiltleft2medslope_LO|Medslopetiltleft2medslope_ME,
tracks\coasters\Track59\Medslopetiltleft2straighttiltleft_data.common.ovl,3,Medslopetiltleft2straighttiltleft_HI|Medslopetiltleft2straighttiltleft_LO|Medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track59\Medslopetiltleft2straighttiltleft_data.unique.ovl,3,Medslopetiltleft2straighttiltleft_HI|Medslopetiltleft2straighttiltleft_LO|Medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track59\Medslopetiltleft2straight_data.common.ovl,3,Medslopetiltleft2straight_HI|Medslopetiltleft2straight_LO|Medslopetiltleft2straight_ME,
tracks\coasters\Track59\Medslopetiltleft2straight_data.unique.ovl,3,Medslopetiltleft2straight_HI|Medslopetiltleft2straight_LO|Medslopetiltleft2straight_ME,
tracks\coasters\Track59\Medslopetiltleft_data.common.ovl,3,Medslopetiltleft_HI|Medslopetiltleft_LO|Medslopetiltleft_ME,
tracks\coasters\Track59\Medslopetiltleft_data.unique.ovl,3,Medslopetiltleft_HI|Medslopetiltleft_LO|Medslopetiltleft_ME,
tracks\coasters\Track59\Medslopetiltright2medslope_data.common.ovl,3,Medslopetiltright2medslope_LO|Medslopetiltright2medslope_ME|Medslopetiltright2medslope_HI,
tracks\coasters\Track59\Medslopetiltright2medslope_data.unique.ovl,3,Medslopetiltright2medslope_LO|Medslopetiltright2medslope_ME|Medslopetiltright2medslope_HI,
tracks\coasters\Track59\Medslopetiltright2straighttiltright_data.common.ovl,3,Medslopetiltright2straighttiltright_HI|Medslopetiltright2straighttiltright_LO|Medslopetiltright2straighttiltright_ME,
tracks\coasters\Track59\Medslopetiltright2straighttiltright_data.unique.ovl,3,Medslopetiltright2straighttiltright_HI|Medslopetiltright2straighttiltright_LO|Medslopetiltright2straighttiltright_ME,
tracks\coasters\Track59\Medslopetiltright2straight_data.common.ovl,3,Medslopetiltright2straight_HI|Medslopetiltright2straight_LO|Medslopetiltright2straight_ME,
tracks\coasters\Track59\Medslopetiltright2straight_data.unique.ovl,3,Medslopetiltright2straight_HI|Medslopetiltright2straight_LO|Medslopetiltright2straight_ME,
tracks\coasters\Track59\Medslopetiltright_data.common.ovl,3,Medslopetiltright_HI|Medslopetiltright_LO|Medslopetiltright_ME,
tracks\coasters\Track59\Medslopetiltright_data.unique.ovl,3,Medslopetiltright_HI|Medslopetiltright_LO|Medslopetiltright_ME,
tracks\coasters\Track59\Medslope_data.common.ovl,3,Medslope_HI|Medslope_LO|Medslope_ME,
tracks\coasters\Track59\Medslope_data.unique.ovl,3,Medslope_HI|Medslope_LO|Medslope_ME,
tracks\coasters\Track59\Photosection_data.common.ovl,3,photosection_HI|photosection_LO|photosection_ME,
tracks\coasters\Track59\Photosection_data.unique.ovl,3,photosection_HI|photosection_LO|photosection_ME,
tracks\coasters\Track59\Quarterloop_data.common.ovl,3,Quarterloop_HI|Quarterloop_LO|Quarterloop_ME,
tracks\coasters\Track59\Quarterloop_data.unique.ovl,3,Quarterloop_HI|Quarterloop_LO|Quarterloop_ME,
tracks\coasters\Track59\RotatingTowerBaseDown_data.common.ovl,3,RotatingTowerBaseDown_HI|RotatingTowerBaseDown_LO|RotatingTowerBaseDown_ME,
tracks\coasters\Track59\RotatingTowerBaseDown_data.unique.ovl,3,RotatingTowerBaseDown_HI|RotatingTowerBaseDown_LO|RotatingTowerBaseDown_ME,
tracks\coasters\Track59\RotatingTowerBase_data.common.ovl,3,RotatingTowerBase_HI|RotatingTowerBase_LO|RotatingTowerBase_ME,
tracks\coasters\Track59\RotatingTowerBase_data.unique.ovl,3,RotatingTowerBase_HI|RotatingTowerBase_LO|RotatingTowerBase_ME,
tracks\coasters\Track59\RotatingTowerVerticalDown_data.common.ovl,3,RotatingTowerVerticalDown_HI|RotatingTowerVerticalDown_LO|RotatingTowerVerticalDown_ME,
tracks\coasters\Track59\RotatingTowerVerticalDown_data.unique.ovl,3,RotatingTowerVerticalDown_HI|RotatingTowerVerticalDown_LO|RotatingTowerVerticalDown_ME,
tracks\coasters\Track59\RotatingTowerVertical_data.common.ovl,3,RotatingTowerVertical_HI|RotatingTowerVertical_LO|RotatingTowerVertical_ME,
tracks\coasters\Track59\RotatingTowerVertical_data.unique.ovl,3,RotatingTowerVertical_HI|RotatingTowerVertical_LO|RotatingTowerVertical_ME,
tracks\coasters\Track59\Sbendleft_data.common.ovl,3,Sbendleft_HI|Sbendleft_LO|Sbendleft_ME,
tracks\coasters\Track59\Sbendleft_data.unique.ovl,3,Sbendleft_HI|Sbendleft_LO|Sbendleft_ME,
tracks\coasters\Track59\Sbendright_data.common.ovl,3,Sbendright_HI|Sbendright_LO|Sbendright_ME,
tracks\coasters\Track59\Sbendright_data.unique.ovl,3,Sbendright_HI|Sbendright_LO|Sbendright_ME,
tracks\coasters\Track59\Stationmiddle_data.common.ovl,3,Stationmiddle_HI|Stationmiddle_LO|Stationmiddle_ME,
tracks\coasters\Track59\Stationmiddle_data.unique.ovl,3,Stationmiddle_HI|Stationmiddle_LO|Stationmiddle_ME,
tracks\coasters\Track59\Steepslope2medslopechain_data.common.ovl,3,Steepslope2medslopechain_HI|Steepslope2medslopechain_LO|Steepslope2medslopechain_ME,
tracks\coasters\Track59\Steepslope2medslopechain_data.unique.ovl,3,Steepslope2medslopechain_HI|Steepslope2medslopechain_LO|Steepslope2medslopechain_ME,
tracks\coasters\Track59\Steepslope2medslope_data.common.ovl,3,Steepslope2medslope_HI|Steepslope2medslope_LO|Steepslope2medslope_ME,
tracks\coasters\Track59\Steepslope2medslope_data.unique.ovl,3,Steepslope2medslope_HI|Steepslope2medslope_LO|Steepslope2medslope_ME,
tracks\coasters\Track59\Steepslope2straight_data.common.ovl,3,Steepslope2straight_HI|Steepslope2straight_LO|Steepslope2straight_ME,
tracks\coasters\Track59\Steepslope2straight_data.unique.ovl,3,Steepslope2straight_HI|Steepslope2straight_LO|Steepslope2straight_ME,
tracks\coasters\Track59\Steepslope2vertical_data.common.ovl,3,Steepslope2vertical_HI|Steepslope2vertical_LO|Steepslope2vertical_ME,
tracks\coasters\Track59\Steepslope2vertical_data.unique.ovl,3,Steepslope2vertical_HI|Steepslope2vertical_LO|Steepslope2vertical_ME,
tracks\coasters\Track59\Steepslope2vertical_short_data.common.ovl,3,Steepslope2vertical_short_HI|Steepslope2vertical_short_LO|Steepslope2vertical_short_ME,
tracks\coasters\Track59\Steepslope2vertical_short_data.unique.ovl,3,Steepslope2vertical_short_HI|Steepslope2vertical_short_LO|Steepslope2vertical_short_ME,
tracks\coasters\Track59\Steepslopechain_data.common.ovl,3,Steepslopechain_HI|Steepslopechain_LO|Steepslopechain_ME,
tracks\coasters\Track59\Steepslopechain_data.unique.ovl,3,Steepslopechain_HI|Steepslopechain_LO|Steepslopechain_ME,
tracks\coasters\Track59\Steepslopetightcurveleft_data.common.ovl,3,Steepslopetightcurveleft_HI|Steepslopetightcurveleft_LO|Steepslopetightcurveleft_ME,
tracks\coasters\Track59\Steepslopetightcurveleft_data.unique.ovl,3,Steepslopetightcurveleft_HI|Steepslopetightcurveleft_LO|Steepslopetightcurveleft_ME,
tracks\coasters\Track59\Steepslopetightcurveright_data.common.ovl,3,Steepslopetightcurveright_HI|Steepslopetightcurveright_LO|Steepslopetightcurveright_ME,
tracks\coasters\Track59\Steepslopetightcurveright_data.unique.ovl,3,Steepslopetightcurveright_HI|Steepslopetightcurveright_LO|Steepslopetightcurveright_ME,
tracks\coasters\Track59\Steepslope_data.common.ovl,3,Steepslope_HI|Steepslope_LO|Steepslope_ME,
tracks\coasters\Track59\Steepslope_data.unique.ovl,3,Steepslope_HI|Steepslope_LO|Steepslope_ME,
tracks\coasters\Track59\Straight2medslopechain_data.common.ovl,3,Straight2medslopechain_HI|Straight2medslopechain_LO|Straight2medslopechain_ME,
tracks\coasters\Track59\Straight2medslopechain_data.unique.ovl,3,Straight2medslopechain_HI|Straight2medslopechain_LO|Straight2medslopechain_ME,
tracks\coasters\Track59\Straight2medslopetiltleft_data.common.ovl,3,Straight2medslopetiltleft_HI|Straight2medslopetiltleft_LO|Straight2medslopetiltleft_ME,
tracks\coasters\Track59\Straight2medslopetiltleft_data.unique.ovl,3,Straight2medslopetiltleft_HI|Straight2medslopetiltleft_LO|Straight2medslopetiltleft_ME,
tracks\coasters\Track59\Straight2medslopetiltright_data.common.ovl,3,Straight2medslopetiltright_HI|Straight2medslopetiltright_LO|Straight2medslopetiltright_ME,
tracks\coasters\Track59\Straight2medslopetiltright_data.unique.ovl,3,Straight2medslopetiltright_HI|Straight2medslopetiltright_LO|Straight2medslopetiltright_ME,
tracks\coasters\Track59\Straight2medslope_data.common.ovl,3,Straight2medslope_LO|Straight2medslope_ME|Straight2medslope_HI,
tracks\coasters\Track59\Straight2medslope_data.unique.ovl,3,Straight2medslope_LO|Straight2medslope_ME|Straight2medslope_HI,
tracks\coasters\Track59\Straight2steepslope_data.common.ovl,3,Straight2steepslope_HI|Straight2steepslope_LO|Straight2steepslope_ME,
tracks\coasters\Track59\Straight2steepslope_data.unique.ovl,3,Straight2steepslope_HI|Straight2steepslope_LO|Straight2steepslope_ME,
tracks\coasters\Track59\Straight2tilt90left_data.common.ovl,3,Straight2tilt90left_HI|Straight2tilt90left_LO|Straight2tilt90left_ME,
tracks\coasters\Track59\Straight2tilt90left_data.unique.ovl,3,Straight2tilt90left_HI|Straight2tilt90left_LO|Straight2tilt90left_ME,
tracks\coasters\Track59\Straight2tilt90right_data.common.ovl,3,Straight2tilt90right_HI|Straight2tilt90right_LO|Straight2tilt90right_ME,
tracks\coasters\Track59\Straight2tilt90right_data.unique.ovl,3,Straight2tilt90right_HI|Straight2tilt90right_LO|Straight2tilt90right_ME,
tracks\coasters\Track59\Straight2tiltleft_data.common.ovl,3,Straight2tiltleft_HI|Straight2tiltleft_LO|Straight2tiltleft_ME,
tracks\coasters\Track59\Straight2tiltleft_data.unique.ovl,3,Straight2tiltleft_HI|Straight2tiltleft_LO|Straight2tiltleft_ME,
tracks\coasters\Track59\Straight2tiltright_data.common.ovl,3,Straight2tiltright_HI|Straight2tiltright_LO|Straight2tiltright_ME,
tracks\coasters\Track59\Straight2tiltright_data.unique.ovl,3,Straight2tiltright_HI|Straight2tiltright_LO|Straight2tiltright_ME,
tracks\coasters\Track59\Straightblockbrakes_data.common.ovl,3,Straightblockbrakes_HI|Straightblockbrakes_LO|Straightblockbrakes_ME,
tracks\coasters\Track59\Straightblockbrakes_data.unique.ovl,3,Straightblockbrakes_HI|Straightblockbrakes_LO|Straightblockbrakes_ME,
tracks\coasters\Track59\Straightbrakes_data.common.ovl,3,Straightbrakes_HI|Straightbrakes_LO|Straightbrakes_ME,
tracks\coasters\Track59\Straightbrakes_data.unique.ovl,3,Straightbrakes_HI|Straightbrakes_LO|Straightbrakes_ME,
tracks\coasters\Track59\Straightchain_data.common.ovl,3,Straightchain_HI|Straightchain_LO|Straightchain_ME,
tracks\coasters\Track59\Straightchain_data.unique.ovl,3,Straightchain_HI|Straightchain_LO|Straightchain_ME,
tracks\coasters\Track59\Straighttiltleft2medslopetiltleft_data.common.ovl,3,Straighttiltleft2medslopetiltleft_HI|Straighttiltleft2medslopetiltleft_LO|Straighttiltleft2medslopetiltleft_ME,
tracks\coasters\Track59\Straighttiltleft2medslopetiltleft_data.unique.ovl,3,Straighttiltleft2medslopetiltleft_HI|Straighttiltleft2medslopetiltleft_LO|Straighttiltleft2medslopetiltleft_ME,
tracks\coasters\Track59\Straighttiltleft2medslope_data.common.ovl,3,Straighttiltleft2medslope_HI|Straighttiltleft2medslope_LO|Straighttiltleft2medslope_ME,
tracks\coasters\Track59\Straighttiltleft2medslope_data.unique.ovl,3,Straighttiltleft2medslope_HI|Straighttiltleft2medslope_LO|Straighttiltleft2medslope_ME,
tracks\coasters\Track59\Straighttiltright2medslopetiltright_data.common.ovl,3,Straighttiltright2medslopetiltright_HI|Straighttiltright2medslopetiltright_LO|Straighttiltright2medslopetiltright_ME,
tracks\coasters\Track59\Straighttiltright2medslopetiltright_data.unique.ovl,3,Straighttiltright2medslopetiltright_HI|Straighttiltright2medslopetiltright_LO|Straighttiltright2medslopetiltright_ME,
tracks\coasters\Track59\Straighttiltright2medslope_data.common.ovl,3,Straighttiltright2medslope_HI|Straighttiltright2medslope_LO|Straighttiltright2medslope_ME,
tracks\coasters\Track59\Straighttiltright2medslope_data.unique.ovl,3,Straighttiltright2medslope_HI|Straighttiltright2medslope_LO|Straighttiltright2medslope_ME,
tracks\coasters\Track59\Straight_data.common.ovl,3,Straight_HI|Straight_LO|Straight_ME,
tracks\coasters\Track59\Straight_data.unique.ovl,3,Straight_HI|Straight_LO|Straight_ME,
tracks\coasters\Track59\Tightcurve_data.common.ovl,3,Tightcurve_HI|Tightcurve_LO|Tightcurve_ME,
tracks\coasters\Track59\Tightcurve_data.unique.ovl,3,Tightcurve_HI|Tightcurve_LO|Tightcurve_ME,
tracks\coasters\Track59\Tilt90_data.common.ovl,3,Tilt90_HI|Tilt90_LO|Tilt90_ME,
tracks\coasters\Track59\Tilt90_data.unique.ovl,3,Tilt90_HI|Tilt90_LO|Tilt90_ME,
tracks\coasters\Track59\Tilted45medslopeloosecurveleft_data.common.ovl,3,Tilted45medslopeloosecurveleft_HI|Tilted45medslopeloosecurveleft_LO|Tilted45medslopeloosecurveleft_ME,
tracks\coasters\Track59\Tilted45medslopeloosecurveleft_data.unique.ovl,3,Tilted45medslopeloosecurveleft_HI|Tilted45medslopeloosecurveleft_LO|Tilted45medslopeloosecurveleft_ME,
tracks\coasters\Track59\Tilted45medslopeloosecurveright_data.common.ovl,3,Tilted45medslopeloosecurveright_LO|Tilted45medslopeloosecurveright_ME|Tilted45medslopeloosecurveright_HI,
tracks\coasters\Track59\Tilted45medslopeloosecurveright_data.unique.ovl,3,Tilted45medslopeloosecurveright_LO|Tilted45medslopeloosecurveright_ME|Tilted45medslopeloosecurveright_HI,
tracks\coasters\Track59\Tilted90loosecurveleft_data.common.ovl,3,Tilted90loosecurveleft_HI|Tilted90loosecurveleft_LO|Tilted90loosecurveleft_ME,
tracks\coasters\Track59\Tilted90loosecurveleft_data.unique.ovl,3,Tilted90loosecurveleft_HI|Tilted90loosecurveleft_LO|Tilted90loosecurveleft_ME,
tracks\coasters\Track59\Tilted90loosecurveright_data.common.ovl,3,Tilted90loosecurveright_HI|Tilted90loosecurveright_LO|Tilted90loosecurveright_ME,
tracks\coasters\Track59\Tilted90loosecurveright_data.unique.ovl,3,Tilted90loosecurveright_HI|Tilted90loosecurveright_LO|Tilted90loosecurveright_ME,
tracks\coasters\Track59\Tilted90medcurve_data.common.ovl,3,Tilted90medcurve_HI|Tilted90medcurve_LO|Tilted90medcurve_ME,
tracks\coasters\Track59\Tilted90medcurve_data.unique.ovl,3,Tilted90medcurve_HI|Tilted90medcurve_LO|Tilted90medcurve_ME,
tracks\coasters\Track59\Tiltedloosecurveleft_data.common.ovl,3,Tiltedloosecurveleft_HI|Tiltedloosecurveleft_LO|Tiltedloosecurveleft_ME,
tracks\coasters\Track59\Tiltedloosecurveleft_data.unique.ovl,3,Tiltedloosecurveleft_HI|Tiltedloosecurveleft_LO|Tiltedloosecurveleft_ME,
tracks\coasters\Track59\Tiltedloosecurveright_data.common.ovl,3,Tiltedloosecurveright_HI|Tiltedloosecurveright_LO|Tiltedloosecurveright_ME,
tracks\coasters\Track59\Tiltedloosecurveright_data.unique.ovl,3,Tiltedloosecurveright_HI|Tiltedloosecurveright_LO|Tiltedloosecurveright_ME,
tracks\coasters\Track59\Tiltedmedcurve_data.common.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track59\Tiltedmedcurve_data.unique.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track59\Tiltedmedslopeloosecurveleft_data.common.ovl,3,Tiltedmedslopeloosecurveleft_HI|Tiltedmedslopeloosecurveleft_LO|Tiltedmedslopeloosecurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopeloosecurveleft_data.unique.ovl,3,Tiltedmedslopeloosecurveleft_HI|Tiltedmedslopeloosecurveleft_LO|Tiltedmedslopeloosecurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopeloosecurveright_data.common.ovl,3,Tiltedmedslopeloosecurveright_HI|Tiltedmedslopeloosecurveright_LO|Tiltedmedslopeloosecurveright_ME,
tracks\coasters\Track59\Tiltedmedslopeloosecurveright_data.unique.ovl,3,Tiltedmedslopeloosecurveright_HI|Tiltedmedslopeloosecurveright_LO|Tiltedmedslopeloosecurveright_ME,
tracks\coasters\Track59\Tiltedmedslopemedcurveleft_data.common.ovl,3,Tiltedmedslopemedcurveleft_HI|Tiltedmedslopemedcurveleft_LO|Tiltedmedslopemedcurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopemedcurveleft_data.unique.ovl,3,Tiltedmedslopemedcurveleft_HI|Tiltedmedslopemedcurveleft_LO|Tiltedmedslopemedcurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopemedcurveright_data.common.ovl,3,Tiltedmedslopemedcurveright_HI|Tiltedmedslopemedcurveright_LO|Tiltedmedslopemedcurveright_ME,
tracks\coasters\Track59\Tiltedmedslopemedcurveright_data.unique.ovl,3,Tiltedmedslopemedcurveright_HI|Tiltedmedslopemedcurveright_LO|Tiltedmedslopemedcurveright_ME,
tracks\coasters\Track59\Tiltedmedslopetightcurveleft_data.common.ovl,3,Tiltedmedslopetightcurveleft_HI|Tiltedmedslopetightcurveleft_LO|Tiltedmedslopetightcurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopetightcurveleft_data.unique.ovl,3,Tiltedmedslopetightcurveleft_HI|Tiltedmedslopetightcurveleft_LO|Tiltedmedslopetightcurveleft_ME,
tracks\coasters\Track59\Tiltedmedslopetightcurveright_data.common.ovl,3,Tiltedmedslopetightcurveright_HI|Tiltedmedslopetightcurveright_LO|Tiltedmedslopetightcurveright_ME,
tracks\coasters\Track59\Tiltedmedslopetightcurveright_data.unique.ovl,3,Tiltedmedslopetightcurveright_HI|Tiltedmedslopetightcurveright_LO|Tiltedmedslopetightcurveright_ME,
tracks\coasters\Track59\Tiltedtightcurve_data.common.ovl,3,Tiltedtightcurve_HI|Tiltedtightcurve_LO|Tiltedtightcurve_ME,
tracks\coasters\Track59\Tiltedtightcurve_data.unique.ovl,3,Tiltedtightcurve_HI|Tiltedtightcurve_LO|Tiltedtightcurve_ME,
tracks\coasters\Track59\Tiltleft2tilt90left_data.common.ovl,3,Tiltleft2tilt90left_HI|Tiltleft2tilt90left_LO|Tiltleft2tilt90left_ME,
tracks\coasters\Track59\Tiltleft2tilt90left_data.unique.ovl,3,Tiltleft2tilt90left_HI|Tiltleft2tilt90left_LO|Tiltleft2tilt90left_ME,
tracks\coasters\Track59\Tiltright2tilt90right_data.common.ovl,3,Tiltright2tilt90right_HI|Tiltright2tilt90right_LO|Tiltright2tilt90right_ME,
tracks\coasters\Track59\Tiltright2tilt90right_data.unique.ovl,3,Tiltright2tilt90right_HI|Tiltright2tilt90right_LO|Tiltright2tilt90right_ME,
tracks\coasters\Track59\Tilt_data.common.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track59\Tilt_data.unique.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track59\Vertical2steepslope_data.common.ovl,3,Vertical2steepslope_HI|Vertical2steepslope_LO|Vertical2steepslope_ME,
tracks\coasters\Track59\Vertical2steepslope_data.unique.ovl,3,Vertical2steepslope_HI|Vertical2steepslope_LO|Vertical2steepslope_ME,
tracks\coasters\Track59\Vertical2steepslope_short_data.common.ovl,3,Vertical2steepslope_short_HI|Vertical2steepslope_short_LO|Vertical2steepslope_short_ME,
tracks\coasters\Track59\Vertical2steepslope_short_data.unique.ovl,3,Vertical2steepslope_short_HI|Vertical2steepslope_short_LO|Vertical2steepslope_short_ME,
tracks\coasters\Track59\Verticaltightcurveleft_data.common.ovl,3,Verticaltightcurveleft_HI|Verticaltightcurveleft_LO|Verticaltightcurveleft_ME,
tracks\coasters\Track59\Verticaltightcurveleft_data.unique.ovl,3,Verticaltightcurveleft_HI|Verticaltightcurveleft_LO|Verticaltightcurveleft_ME,
tracks\coasters\Track59\Verticaltightcurveleft_long_data.common.ovl,3,VerticaltightcurveLeft_Long_HI|VerticaltightcurveLeft_Long_LO|VerticaltightcurveLeft_Long_ME,
tracks\coasters\Track59\Verticaltightcurveleft_long_data.unique.ovl,3,VerticaltightcurveLeft_Long_HI|VerticaltightcurveLeft_Long_LO|VerticaltightcurveLeft_Long_ME,
tracks\coasters\Track59\Verticaltightcurveright_data.common.ovl,3,Verticaltightcurveright_LO|Verticaltightcurveright_ME|Verticaltightcurveright_HI,
tracks\coasters\Track59\Verticaltightcurveright_data.unique.ovl,3,Verticaltightcurveright_LO|Verticaltightcurveright_ME|Verticaltightcurveright_HI,
tracks\coasters\Track59\Verticaltightcurveright_long_data.common.ovl,3,Verticaltightcurveright_Long_HI|Verticaltightcurveright_Long_LO|Verticaltightcurveright_Long_ME,
tracks\coasters\Track59\Verticaltightcurveright_long_data.unique.ovl,3,Verticaltightcurveright_Long_HI|Verticaltightcurveright_Long_LO|Verticaltightcurveright_Long_ME,
tracks\coasters\Track59\Vertical_data.common.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track59\Vertical_data.unique.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track6\45medslope2steepslope_data.common.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
tracks\coasters\Track6\45medslope2steepslope_data.unique.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
