file,decoded,ftx_entries,crash
tracks\coasters\Track34\Straight2medslopejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltrightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltrightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslopetiltright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslope_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2medslope_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltrightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltrightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight2tiltright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightblockbrakesjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straightblockbrakesjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightblockbrakes_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straightblockbrakes_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightbrakesjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straightbrakesjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightbrakes_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straightbrakes_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightchainjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straightchainjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightchain_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straightchain_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltleft2medslopetiltleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltleft2medslopetiltleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltleft2medslopetiltleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltleft2medslopetiltleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltright2medslopetiltrightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltright2medslopetiltrightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltright2medslopetiltright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straighttiltright2medslopetiltright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Straight_l_data.common.ovl,0,0,
tracks\coasters\Track34\Straight_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tightcurvejoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tightcurvejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tightcurve_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tightcurve_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurverightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurverightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedloosecurveright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedcurvejoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedcurvejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedcurve_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedcurve_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurverightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurverightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopemedcurveright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveleftjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveleftjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveleft_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveleft_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurverightjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurverightjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveright_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedmedslopetightcurveright_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedtightcurvejoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedtightcurvejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedtightcurve_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltedtightcurve_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltjoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltjoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltleft2medslopejoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltleft2medslopejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltleft2medslope_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltleft2medslope_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltright2medslopejoined_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltright2medslopejoined_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltright2medslope_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tiltright2medslope_r_data.common.ovl,0,0,
tracks\coasters\Track34\Tilt_l_data.common.ovl,0,0,
tracks\coasters\Track34\Tilt_r_data.common.ovl,0,0,
tracks\coasters\Track34\Track34.common.ovl,0,0,
tracks\coasters\Track34\Track34_textures.common.ovl,7,7,
tracks\coasters\Track35\HelixLargeLeft_data.common.ovl,0,0,
tracks\coasters\Track35\HelixLargeRight_data.common.ovl,0,0,
tracks\coasters\Track35\HelixSmallLeft_data.common.ovl,0,0,
tracks\coasters\Track35\HelixSmallRight_data.common.ovl,0,0,
tracks\coasters\Track35\LargeLoopLeft_data.common.ovl,0,0,
tracks\coasters\Track35\LargeLoopRight_data.common.ovl,0,0,
tracks\coasters\Track35\Medcurve_data.common.ovl,0,0,
tracks\coasters\Track35\Medslope2Steepslope_data.common.ovl,0,0,
tracks\coasters\Track35\medslope2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track35\medslope2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track35\Medslope2Straight_data.common.ovl,0,0,
tracks\coasters\Track35\Medslope_data.common.ovl,0,0,
tracks\coasters\Track35\SmallLoopLeft_data.common.ovl,0,0,
tracks\coasters\Track35\SmallLoopRight_data.common.ovl,0,0,
tracks\coasters\Track35\SmallOverBankedTurnL_data.common.ovl,0,0,
tracks\coasters\Track35\SmallOverBankedTurnR_data.common.ovl,0,0,
tracks\coasters\Track35\StationMiddle_data.common.ovl,0,0,
tracks\coasters\Track35\Steep2Vertical_data.common.ovl,0,0,
tracks\coasters\Track35\Steepslope2Medslope_data.common.ovl,0,0,
tracks\coasters\Track35\Steepslope2Straight_data.common.ovl,0,0,
tracks\coasters\Track35\steepslope2vertical_data.common.ovl,0,0,
tracks\coasters\Track35\Steepslope_data.common.ovl,0,0,
tracks\coasters\Track35\Straight2Medslope_data.common.ovl,0,0,
tracks\coasters\Track35\straight2steepslope_data.common.ovl,0,0,
tracks\coasters\Track35\Straight2TiltLeft_data.common.ovl,0,0,
tracks\coasters\Track35\Straight2TiltRight_data.common.ovl,0,0,
tracks\coasters\Track35\Straight2VerticalChain_data.common.ovl,0,0,
tracks\coasters\Track35\Straight2VerticalTower_data.common.ovl,0,0,
tracks\coasters\Track35\straightblockbrakes_data.common.ovl,0,0,
tracks\coasters\Track35\StraightBrakes_data.common.ovl,0,0,
tracks\coasters\Track35\straighttiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track35\straighttiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track35\Straight_data.common.ovl,0,0,
tracks\coasters\Track35\Tightcurve_data.common.ovl,0,0,
tracks\coasters\Track35\TiltedMedCurve_data.common.ovl,0,0,
tracks\coasters\Track35\TiltedTightCurve_data.common.ovl,0,0,
tracks\coasters\Track35\Tilt_data.common.ovl,0,0,
tracks\coasters\Track35\TowerCap_data.common.ovl,0,0,
tracks\coasters\Track35\Track35.common.ovl,0,0,
tracks\coasters\Track35\Track35_textures.common.ovl,2,2,
tracks\coasters\Track35\Vertical2Steepslope_data.common.ovl,0,0,
tracks\coasters\Track35\Vertical2StraightTower_data.common.ovl,0,0,
tracks\coasters\Track35\VerticalTowerDown_data.common.ovl,0,0,
tracks\coasters\Track35\VerticalTowerUp_data.common.ovl,0,0,
tracks\coasters\Track35\Vertical_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope2steepslope_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope2straightchain_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope2straight_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope2tiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope2tiltright_data.common.ovl,0,0,
tracks\coasters\Track36\45medslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\45medslopeloosecurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\45medslopeloosecurveright_data.common.ovl,0,0,
tracks\coasters\Track36\45medslope_data.common.ovl,0,0,
tracks\coasters\Track36\45steepslope2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\45steepslope_data.common.ovl,0,0,
tracks\coasters\Track36\45straight2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\45straight2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\45straight2tiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\45straight2tiltright_data.common.ovl,0,0,
tracks\coasters\Track36\45straightchain_data.common.ovl,0,0,
tracks\coasters\Track36\45straight_data.common.ovl,0,0,
tracks\coasters\Track36\45tiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\45tiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\45tilt_data.common.ovl,0,0,
tracks\coasters\Track36\Loosecurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Loosecurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Medcurve_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2steepslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2steepslope_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2straightchain_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope2straight_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopeloosecurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopeloosecurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopemedcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopemedcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetightcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetightcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltleft2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltleft2straight_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltright2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltright2straight_data.common.ovl,0,0,
tracks\coasters\Track36\Medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Photosection_data.common.ovl,0,0,
tracks\coasters\Track36\Sbendleft_data.common.ovl,0,0,
tracks\coasters\Track36\Sbendright_data.common.ovl,0,0,
tracks\coasters\Track36\Stationmiddle_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslope2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslope2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslope2straight_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslopemedcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslopemedcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslopetightcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslopetightcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Steepslope_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2steepslope_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2tiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Straight2tiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Straightblockbrakes_data.common.ovl,0,0,
tracks\coasters\Track36\Straightbrakes_data.common.ovl,0,0,
tracks\coasters\Track36\Straightchain_data.common.ovl,0,0,
tracks\coasters\Track36\Straighttiltleft2medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track36\Straighttiltright2medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track36\Straight_data.common.ovl,0,0,
tracks\coasters\Track36\Tightcurve_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedloosecurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedloosecurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedmedcurve_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedmedslopemedcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedmedslopemedcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedmedslopetightcurveleft_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedmedslopetightcurveright_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltedtightcurve_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Tiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track36\Tilt_data.common.ovl,0,0,
tracks\coasters\Track36\Track36.common.ovl,0,0,
tracks\coasters\Track36\Track36_Textures.common.ovl,1,1,
tracks\coasters\Track4\Medcurvecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Medcurve_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope2steepslopecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope2steepslope_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope2straightcapped_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope2straightchain_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope2straight_data.common.ovl,0,0,
tracks\coasters\Track4\Medslopecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Medslopechain_data.common.ovl,0,0,
tracks\coasters\Track4\Medslope_data.common.ovl,0,0,
tracks\coasters\Track4\Sbendleftcapped_data.common.ovl,0,0,
tracks\coasters\Track4\Sbendleft_data.common.ovl,0,0,
tracks\coasters\Track4\Sbendrightcapped_data.common.ovl,0,0,
tracks\coasters\Track4\Sbendright_data.common.ovl,0,0,
tracks\coasters\Track4\Stationmiddle_data.common.ovl,0,0,
tracks\coasters\Track4\Steepslope2medslopecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Steepslope2medslope_data.common.ovl,0,0,
tracks\coasters\Track4\Steepslopecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Steepslope_data.common.ovl,0,0,
tracks\coasters\Track4\Straight2medslopecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Straight2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track4\Straight2medslope_data.common.ovl,0,0,
tracks\coasters\Track4\Straightcapped_data.common.ovl,0,0,
tracks\coasters\Track4\Straightchain_data.common.ovl,0,0,
tracks\coasters\Track4\Straight_data.common.ovl,0,0,
tracks\coasters\Track4\Tightcurvecapped_data.common.ovl,0,0,
tracks\coasters\Track4\Tightcurve_data.common.ovl,0,0,
tracks\coasters\Track4\Track4.common.ovl,0,0,
tracks\coasters\Track4\Track4_Textures.common.ovl,2,2,
tracks\coasters\Track5\45CorkscrewLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45CorkscrewRight_data.common.ovl,0,0,
tracks\coasters\Track5\45inlinetwistleft_data.common.ovl,0,0,
tracks\coasters\Track5\45inlinetwistright_data.common.ovl,0,0,
tracks\coasters\Track5\45InvMedcurve2TiltedMedcurveLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45InvMedcurve2TiltedMedcurveRight_data.common.ovl,0,0,
tracks\coasters\Track5\45InvMedcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope2steepslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope2straightchain_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope2straight_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslopecap_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslopechain_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslopedip_data.common.ovl,0,0,
tracks\coasters\Track5\45invmedslope_data.common.ovl,0,0,
tracks\coasters\Track5\45InvSBendLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45InvSBendRight_data.common.ovl,0,0,
tracks\coasters\Track5\45invsteepslope2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invsteepslopecap_data.common.ovl,0,0,
tracks\coasters\Track5\45invsteepslopedip_data.common.ovl,0,0,
tracks\coasters\Track5\45invsteepslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraight2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraight2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraight2tiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraight2tiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraightchain_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraighttiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraighttiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45invstraight_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTightcurve2TiltedTightcurveLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTightcurve2TiltedTightcurveRight_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTightcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTiltedMedcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTiltedSBendLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTiltedSBendRight_data.common.ovl,0,0,
tracks\coasters\Track5\45InvTiltedTightcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45invtilt_data.common.ovl,0,0,
tracks\coasters\Track5\45LoopLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45LoopRight_data.common.ovl,0,0,
tracks\coasters\Track5\45LooseCorkscrewLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45LooseCorkscrewRight_data.common.ovl,0,0,
tracks\coasters\Track5\45Medcurve2TiltedMedcurveLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45Medcurve2TiltedMedcurveRight_data.common.ovl,0,0,
tracks\coasters\Track5\45Medcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2steepslope_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2straightchain_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope2straight_data.common.ovl,0,0,
tracks\coasters\Track5\45MedslopeBrakes_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopecap_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopechain_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopedip_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopeloosecurveleft_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopeloosecurveright_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltleft2straighttiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltleft2straight_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltright2straighttiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltright2straight_data.common.ovl,0,0,
tracks\coasters\Track5\45medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45SBendLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45SBendRight_data.common.ovl,0,0,
tracks\coasters\Track5\45steepslope2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45Steepslope2vertical_data.common.ovl,0,0,
tracks\coasters\Track5\45steepslopecap_data.common.ovl,0,0,
tracks\coasters\Track5\45steepslopedip_data.common.ovl,0,0,
tracks\coasters\Track5\45steepslope_data.common.ovl,0,0,
tracks\coasters\Track5\45straight2medslopechain_data.common.ovl,0,0,
tracks\coasters\Track5\45Straight2MedslopeTiltLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45Straight2MedslopeTiltRight_data.common.ovl,0,0,
tracks\coasters\Track5\45straight2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45straight2tiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45straight2tiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45Straightblockbrakes_data.common.ovl,0,0,
tracks\coasters\Track5\45Straightbrakes_data.common.ovl,0,0,
tracks\coasters\Track5\45straightchain_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltleft2medslopetiltleft_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltleft2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltleft2tilt90left_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltright2medslopetiltright_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltright2medslope_data.common.ovl,0,0,
tracks\coasters\Track5\45straighttiltright2tilt90right_data.common.ovl,0,0,
tracks\coasters\Track5\45straight_data.common.ovl,0,0,
tracks\coasters\Track5\45Tightcurve2TiltedTightcurveLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45Tightcurve2TiltedTightcurveRight_data.common.ovl,0,0,
tracks\coasters\Track5\45Tightcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45tilt90_data.common.ovl,0,0,
tracks\coasters\Track5\45TiltedMedcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45TiltedSBendLeft_data.common.ovl,0,0,
tracks\coasters\Track5\45TiltedSBendRight_data.common.ovl,0,0,
tracks\coasters\Track5\45TiltedTightcurve_data.common.ovl,0,0,
tracks\coasters\Track5\45tilt_data.common.ovl,0,0,
tracks\coasters\Track5\45Vertical2steepslope_data.common.ovl,0,0,
tracks\coasters\Track5\45Verticaltightcurveleft_data.common.ovl,0,0,
tracks\coasters\Track5\45Verticaltightcurveright_data.common.ovl,0,0,
tracks\coasters\Track5\45Vertical_data.common.ovl,0,0,
tracks\coasters\Track5\Barrelrollleft_data.common.ovl,0,0,
tracks\coasters\Track5\Barrelrollright_data.common.ovl,0,0,
tracks\coasters\Track5\Corkscrewleft_data.common.ovl,0,0,
tracks\coasters\Track5\Corkscrewright_data.common.ovl,0,0,
tracks\coasters\Track5\DivingLoop90Left_data.common.ovl,0,0,
tracks\coasters\Track5\DivingLoop90Right_data.common.ovl,0,0,
tracks\coasters\Track5\DivingLoopLeft_data.common.ovl,0,0,
tracks\coasters\Track5\DivingLoopRight_data.common.ovl,0,0,
tracks\coasters\Track5\Halfloop_data.common.ovl,0,0,
tracks\coasters\Track5\Helixlargeleft_data.common.ovl,0,0,
tracks\coasters\Track5\Helixlargeright_data.common.ovl,0,0,
tracks\coasters\Track5\Helixsmallleft_data.common.ovl,0,0,
tracks\coasters\Track5\Helixsmallright_data.common.ovl,0,0,
tracks\coasters\Track5\Holdingbrake_data.common.ovl,0,0,
tracks\coasters\Track5\Invcorkscrewleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invcorkscrewright_data.common.ovl,0,0,
tracks\coasters\Track5\Invhalfloop_data.common.ovl,0,0,
tracks\coasters\Track5\Invinlinetwistleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invinlinetwistright_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargecorkscrewleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargecorkscrewright_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargehalfloopleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargehalfloopright_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargeoverbankedturnleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invlargeoverbankedturnright_data.common.ovl,0,0,
tracks\coasters\Track5\Invloopleft_data.common.ovl,0,0,
tracks\coasters\Track5\Invloopright_data.common.ovl,0,0,
tracks\coasters\Track5\InvLoosecurve2TiltedLoosecurveLeft_data.common.ovl,0,0,
tracks\coasters\Track5\InvLoosecurve2TiltedLoosecurveRight_data.common.ovl,0,0,
