file,spl_count,tks_count,spl_samples,tks_samples
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased35\TrackBased35.common.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased35\TrackBased35.unique.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased36\TrackBased36.common.ovl,30,15,"45medslope2straightl_spline; 45straight2medslopel_spline; Stationmiddlel_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased36\TrackBased36.unique.ovl,30,15,"45medslope2straightl_spline; 45straight2medslopel_spline; Stationmiddlel_spline","Medslope2straight; Loosecurveright; 45medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased37\TrackBased37.common.ovl,14,7,"StationmiddleL_spline; StraightL_spline; LoosecurveleftL_spline","Loosecurveright; Straight; Tightcurve"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased37\TrackBased37.unique.ovl,14,7,"StationmiddleL_spline; StraightL_spline; LoosecurveleftL_spline","Loosecurveright; Straight; Tightcurve"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased38\TrackBased38.common.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased38\TrackBased38.unique.ovl,2,1,"Stationmiddlel_spline; Stationmiddler_spline","Stationmiddle"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased39\TrackBased39.common.ovl,24,1,"ReptileHouseWalkOff; ReptileHouseWalkOn; ReptileHouseL_Spline","ReptileHouse"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased39\TrackBased39.unique.ovl,24,1,"ReptileHouseWalkOff; ReptileHouseWalkOn; ReptileHouseL_Spline","ReptileHouse"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased40\TrackBased40.common.ovl,22,1,"NocternalHouseL_Spline; NocternalHouseR_spline; NocternalHouseWalkOn","NocternalHouse"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased40\TrackBased40.unique.ovl,22,1,"NocternalHouseL_Spline; NocternalHouseR_spline; NocternalHouseWalkOn","NocternalHouse"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased41\TrackBased41.common.ovl,34,17,"SbendleftcappedL_spline; SbendrightcappedR_spline; StationmiddleL_spline","Tightcurvecapped; Medslope2straightcapped; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\TrackBased41\TrackBased41.unique.ovl,34,17,"SbendleftcappedL_spline; SbendrightcappedR_spline; StationmiddleL_spline","Tightcurvecapped; Medslope2straightcapped; Medslope2straight"
${RCT3_INSTALL}\tracks\TrackedRides\Tram\Tram.common.ovl,2,0,"CARCAR; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\Tram\Tram.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\VintageCars\VintageCars.common.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\VintageCars\VintageCars.unique.ovl,3,0,"CARCAR; TRACKBIGTRACKBIG; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\WaterTricycles\WaterTricycles.common.ovl,2,0,"CARCAR; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\WaterTricycles\WaterTricycles.unique.ovl,2,0,"CARCAR; TRACKTRACK",""
${RCT3_INSTALL}\tracks\TrackedRides\WhiteWaterRapids\WhiteWaterRapids.common.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
${RCT3_INSTALL}\tracks\TrackedRides\WhiteWaterRapids\WhiteWaterRapids.unique.ovl,3,0,"TRACKBIGTRACKBIG; TRACKTRACK; CARCAR",""
${RCT3_INSTALL}\tracks\TrackedRides\Windsurfer\Windsurfer.common.ovl,2,0,"TRACKTRACK; CARCAR",""
${RCT3_INSTALL}\tracks\TrackedRides\Windsurfer\Windsurfer.unique.ovl,2,0,"TRACKTRACK; CARCAR",""
OpenCobra\Tests\Fixtures\OVL\CFRs\SkyBeam\SkyBeam.common.ovl,3,0,"ZodiLoop; ZodiPath01; ZodiPath02",""
OpenCobra\Tests\Fixtures\OVL\CFRs\SkyBeam\SkyBeam.unique.ovl,3,0,"ZodiLoop; ZodiPath01; ZodiPath02",""
OpenCobra\Tests\Fixtures\OVL\CustomScenery\Yoshi's Adventure\CTR_YoshiAdventureTrack\CTR_YoshiAdventureTrack.common.ovl,2,0,"carcar; tracktrack",""
OpenCobra\Tests\Fixtures\OVL\CustomScenery\Yoshi's Adventure\CTR_YoshiAdventureTrack\CTR_YoshiAdventureTrack.unique.ovl,2,0,"carcar; tracktrack",""
